SYMBOL,YEAR,MIN,MAX,MEAN,STD_DEV
AXISBANK,2011,808,1450,1192.7328,143.1109867
AXISBANK,2012,795,1364,1108.8947,119.1203804
AXISBANK,2014,371,1996,1083.3028,583.581668
AXISCADES,2014,113,189,147.5806,25.3488871
AXISGOLD,2010,2010,2082,2050.3125,15.85764307
AXISGOLD,2011,1960,2864,2362.5668,296.2970023
AXISGOLD,2012,2676,3157,2895.2551,133.1607189
AXISGOLD,2014,2413,2920,2679.7465,139.5977338
BAFNAPHARM,2012,46,51,47.6667,1.197640779
BAFNAPHARM,2014,18,37,28.7246,4.917829314
BAGFILMS,2010,10,29,15.4811,4.227562597
BAGFILMS,2011,4,11,6.6,1.657503265
BAGFILMS,2012,4,7,4.4171,0.678437581
BAGFILMS,2014,2,5,3.2782,0.73936961
BAJAJ-AUTO,2010,1440,3004,1963.259,421.5421137
BAJAJ-AUTO,2011,1204,1758,1460.3603,143.9389059
BAJAJ-AUTO,2012,1422,2146,1687.3603,159.860148
BAJAJ-AUTO,2014,1831,2658,2163.8944,241.57079
BAJAJCORP,2010,512,759,645.4211,82.12667737
BAJAJCORP,2011,97,577,235.7247,177.7451125
BAJAJCORP,2012,97,239,147.7126,39.26514206
BAJAJCORP,2014,203,361,246.1127,41.95790959
BAJAJELEC,2010,169,911,284.1594,160.8646411
BAJAJELEC,2011,135,281,216.3441,34.23967376
BAJAJELEC,2012,150,231,191.3198,16.63829698
BAJAJELEC,2014,200,372,272.338,43.06936549
BAJAJFINSV,2010,306,544,425.0996,67.2928579
BAJAJFINSV,2011,400,579,497.9474,47.1412863
BAJAJFINSV,2012,418,954,716.5263,140.8380869
BAJAJFINSV,2014,665,1360,922.7535,179.3419971
BAJAJHIND,2010,100,237,134.2072,31.13799303
BAJAJHIND,2011,24,123,61.1538,21.46819075
BAJAJHIND,2012,24,36,30.2955,2.919587002
BAJAJHIND,2014,12,32,20.0704,5.112326842
BAJAJHLDNG,2010,554,943,725.9641,111.8079364
BAJAJHLDNG,2011,661,870,747.6883,28.61364839
BAJAJHLDNG,2012,640,1008,797.6923,68.84667631
BAJAJHLDNG,2014,876,1441,1188.5493,187.1659871
BAJAUTOFIN,2010,285,799,460.6757,140.4622973
BAJFINANCE,2010,661,816,750.8333,44.98504241
BAJFINANCE,2011,544,738,647.7247,38.22961097
BAJFINANCE,2012,590,1378,989.0688,214.6536786
BAJFINANCE,2014,1466,3343,2181.2254,549.0638178
BALAJITELE,2010,37,68,52.6853,5.746343184
BALAJITELE,2011,27,41,33.3887,3.015941625
BALAJITELE,2012,32,56,43.2146,5.628738984
BALAJITELE,2014,42,89,61.838,13.92769929
BALAMINES,2010,38,282,162.004,55.34322446
BALAMINES,2011,32,53,39.3036,4.294911178
BALAMINES,2012,32,65,44.0202,8.063236606
BALAMINES,2014,36,97,61.162,17.75285628
BALKRISIND,2010,129,795,621.4343,123.0557103
BALKRISIND,2011,116,188,152.8421,19.47206471
BALKRISIND,2012,158,300,256.9595,32.6616562
BALKRISIND,2014,311,838,598.8732,161.883233
BALLARPUR,2010,24,43,32.7012,4.513189896
BALLARPUR,2011,18,39,30.0891,4.708524652
BALLARPUR,2012,18,26,21.9595,2.033718938
BALLARPUR,2014,11,20,15.7746,2.441987087
BALMLAWRIE,2010,557,731,632.247,38.56978387
BALMLAWRIE,2011,473,670,577.3806,44.82282831
BALMLAWRIE,2012,466,689,582.6923,47.68098338
BALMLAWRIE,2014,288,645,463.7394,126.6440993
BALPHARMA,2010,24,43,30.0542,3.51800712
BALPHARMA,2011,16,40,24.9312,4.392428791
BALPHARMA,2012,16,27,20.7778,2.129549113
BALPHARMA,2014,25,100,50.838,20.61506263
BALRAMCHIN,2010,71,144,91.3347,15.73028247
BALRAMCHIN,2011,34,91,60.7004,12.51134383
BALRAMCHIN,2012,34,73,56.2429,8.419041725
BALRAMCHIN,2014,38,84,60.4085,12.68366751
BANARBEADS,2014,24,57,38.8476,8.673749068
BANARISUG,2010,804,1296,935.5378,119.7080511
BANARISUG,2011,472,864,598.3659,74.90680044
BANARISUG,2012,500,998,733.0364,169.1966811
BANARISUG,2014,715,1449,1021.1857,201.6738734
BANCOINDIA,2010,77,136,100.8287,12.12248799
BANCOINDIA,2011,60,89,72.6397,5.789468022
BANCOINDIA,2012,57,73,63.6235,3.468763915
BANCOINDIA,2014,52,178,108.6056,41.68171784
BANG,2010,38,63,47.7092,3.874407254
BANG,2011,15,43,30.3586,7.699119016
BANG,2012,14,25,17.6256,2.073200164
BANG,2014,9,15,11.3981,1.553822757
BANKBARODA,2010,516,1042,756.3466,142.0080639
BANKBARODA,2011,642,990,829.7895,80.03842834
BANKBARODA,2012,610,868,740.166,64.71545299
BANKBARODA,2014,530,1105,824.0141,152.9152847
BANKBEES,2010,828,1340,1039.8964,140.8385998
BANKBEES,2011,791,1204,1039.3158,96.43787974
BANKBEES,2012,806,1263,1058.6113,94.38556227
BANKBEES,2014,1024,1902,1450.7465,251.8801257
BANKINDIA,2010,310,576,408.6813,70.37595405
BANKINDIA,2011,266,490,389.4008,60.22969931
BANKINDIA,2012,255,397,319.9109,35.1663508
BANKINDIA,2014,170,329,257.5211,41.10699168
BANKRAJAS,2010,55,213,114.625,54.13533389
BANSWRAS,2010,90,139,116.1633,10.86466967
BANSWRAS,2011,66,144,114.4251,24.33706994
BANSWRAS,2012,57,88,69.7724,6.604153667
BANSWRAS,2014,44,89,66.0545,14.71043931
BARTRONICS,2010,73,173,131.6414,25.52131592
BARTRONICS,2011,23,91,57.4413,12.53834585
BARTRONICS,2012,21,46,28.7935,6.142198118
BARTRONICS,2014,6,15,9.6992,2.598394422
BASF,2010,354,718,493.4622,113.7329014
BASF,2011,429,682,581.2146,57.41346692
BASF,2012,453,750,594.919,74.38684259
BASF,2014,593,1334,921.9155,243.0805956
BASML,2010,95,159,123.0558,17.34317542
BASML,2011,47,140,88.1347,24.59687678
BASML,2012,51,96,65.0994,10.39323609
BASML,2014,105,192,129.0429,21.33068595
BATAINDIA,2010,177,387,282.8088,54.3682596
BATAINDIA,2011,307,730,529.3482,134.1742184
BATAINDIA,2012,530,983,829.1255,103.9204599
BATAINDIA,2014,955,1392,1175.2958,121.7869757
BATLIBOI,2010,26,46,33.2063,4.210250698
BATLIBOI,2011,13,32,20.8462,4.054364293
BATLIBOI,2012,13,20,16.6549,1.374675579
BAYERCROP,2010,536,1159,833.2672,175.6042704
BAYERCROP,2011,694,973,833.5061,61.80849819
BAYERCROP,2012,735,1311,916.5304,161.9754508
BAYERCROP,2014,1399,3107,1978.2746,481.72953
BBL,2010,895,1280,1040.8765,104.8751709
BBL,2011,518,1156,839.7692,158.0267215
BBL,2012,526,735,604.6194,45.24285466
BBL,2014,326,773,555.4234,142.9564004
BBTC,2010,300,664,428.056,99.07215988
BBTC,2011,341,543,421.9069,35.12250731
BBTC,2012,112,609,467.0364,151.4956296
BBTC,2014,92,520,186.1268,106.9078094
BEARDSELL,2010,41,95,57.3497,8.908437692
BEARDSELL,2011,36,60,47.7576,6.138290008
BEARDSELL,2012,36,59,48.6357,7.330448324
BEARDSELL,2014,56,72,61.8421,3.232453165
BECREL,2010,14,21,17.2451,1.478183003
BECREL,2011,7,15,11.2932,1.957372625
BECREL,2012,6,11,7.7018,1.234943173
BEDMUTHA,2010,70,278,121.3818,57.47995411
BEDMUTHA,2011,26,143,103.2632,27.16614757
BEDMUTHA,2012,11,33,18,6.247115737
BEDMUTHA,2014,8,23,14.2701,4.459883881
BEL,2010,1633,2220,1836.3147,136.2051437
BEL,2011,1348,1872,1635.6032,105.6980482
BEL,2012,1146,1630,1335.7328,130.8573777
BEL,2014,908,2930,1679.0352,575.512208
BELCERAMIC,2010,6,11,8.1871,0.986005278
BELLCERATL,2010,22,25,23.6571,0.753766055
BELLCERATL,2011,9,23,15.1293,2.962495955
BELLCERATL,2012,10,16,12.809,1.004220358
BEML,2010,964,1236,1059.5538,62.52323947
BEML,2011,419,1028,603.9636,138.8803795
BEML,2012,270,689,422.0121,134.636457
BEML,2014,183,831,497.824,217.8330393
BEPL,2010,17,44,31.8503,9.939715741
BEPL,2011,20,40,30.1598,5.23965272
BEPL,2012,14,26,19.5063,2.869359547
BEPL,2014,11,21,15.4034,2.908461512
BERGEPAINT,2010,54,118,78.6016,18.82464259
BERGEPAINT,2011,76,115,96.7814,8.306427522
BERGEPAINT,2012,86,160,128.1053,18.55741317
BERGEPAINT,2014,203,441,289.9789,70.39891047
BFINVEST,2011,41,127,65.75,17.76932479
BFINVEST,2012,38,55,44.0324,3.4988378
BFINVEST,2014,38,124,78.4155,27.34784873
BFUTILITIE,2010,678,1368,930.1912,158.676157
BFUTILITIE,2011,262,917,630.4777,169.7963966
BFUTILITIE,2012,274,480,392.1903,38.19543059
BFUTILITIE,2014,449,781,631.5043,67.70974048
BGLOBAL,2011,8,30,13.0865,3.726491898
BGLOBAL,2012,5,10,6.9919,1.14528395
BGLOBAL,2014,5,7,5.875,0.59947894
BGRENERGY,2010,457,852,665.0159,116.1341774
BGRENERGY,2011,179,737,420.9757,118.8282511
BGRENERGY,2012,176,369,285.3522,36.92723758
BGRENERGY,2014,101,233,155.6761,35.66028076
BHAGWATIHO,2010,51,153,93.8867,23.54641846
BHAGWATIHO,2011,60,128,89.8785,14.32027473
BHAGWATIHO,2012,58,95,71.5628,8.215906693
BHAGYNAGAR,2010,20,30,24.5139,1.97464122
BHAGYNAGAR,2011,14,25,17.8421,2.132116192
BHAGYNAGAR,2012,13,20,15.4413,1.771226142
BHAGYNAGAR,2014,11,22,16.0634,2.189008357
BHARATFORG,2010,235,401,314.9442,49.30122143
BHARATFORG,2011,237,385,308.6721,33.32555871
BHARATFORG,2012,249,337,295.4939,20.92784412
BHARATFORG,2014,320,1002,616.2042,218.727322
BHARATGEAR,2010,44,94,63.2575,11.11904938
BHARATGEAR,2011,40,77,53.0243,6.908263623
BHARATGEAR,2012,41,84,63.8693,10.17684379
BHARATGEAR,2014,36,84,56.9718,13.22020629
BHARATRAS,2010,71,120,86.3736,10.23906369
BHARATRAS,2011,72,206,106.6298,24.22490291
BHARATRAS,2012,119,192,139.6609,14.53594463
BHARATRAS,2014,225,924,484.9412,219.2922025
BHARTIARTL,2010,257,373,312.2829,28.89498201
BHARTIARTL,2011,314,441,370.004,27.99530006
BHARTIARTL,2012,242,389,307.3806,31.72696185
BHARTIARTL,2014,283,414,347.7958,34.83371742
BHARTISHIP,2010,200,343,250.0478,27.48367326
BHARTISHIP,2011,66,219,126.5951,34.37006949
BHARTISHIP,2012,62,108,73.5344,9.613472642
BHARTISHIP,2014,32,46,36.6552,3.365912922
BHEL,2010,2097,2668,2410.4382,91.82977915
BHEL,2011,228,2344,1566.4211,738.8256307
BHEL,2012,198,318,239.9676,24.81426886
BHEL,2014,148,278,213.9648,36.23114604
BHUSANSTL,2010,414,2151,1291.6534,535.4990852
BHUSANSTL,2011,302,521,392.7166,60.64465298
BHUSANSTL,2012,311,504,438.5709,47.48119211
BHUSANSTL,2014,87,480,319.2042,158.5099872
BIL,2010,62,124,80.6693,15.70971149
BIL,2011,38,100,56.0567,9.059677644
BIL,2012,46,169,62.1806,26.05632621
BIL,2014,156,415,294.2324,87.25175372
BILENERGY,2011,22,65,30.5798,12.18932981
BILENERGY,2012,45,119,76.3712,18.39977162
BILENERGY,2014,1,3,1.9036,0.455606516
BILPOWER,2010,136,253,181.834,20.49910037
BILPOWER,2011,57,145,94.1377,18.24455105
BILPOWER,2012,12,94,43.471,23.64109417
BILPOWER,2014,1,2,1.9048,0.293543524
BIMETAL,2010,218,344,271.7555,20.44187688
BIMETAL,2011,222,330,268.8041,24.68450691
BIMETAL,2012,231,298,266.9672,14.44346493
BIMETAL,2014,198,406,271.8676,55.85272241
BINANICEM,2010,70,103,81.1076,5.936615941
BINANICEM,2011,85,92,88.3368,1.498142895
BINANIIND,2010,89,236,130.0239,38.61320381
BINANIIND,2011,89,257,164.7935,40.17595257
BINANIIND,2012,89,144,115.1233,13.05444714
BINANIIND,2014,69,156,104.9412,23.18913615
BINDALAGRO,2010,14,40,19.1315,4.098712923
BINDALAGRO,2011,30,97,65.3239,17.33477106
BINDALAGRO,2012,25,56,36.3522,7.72093119
BINDALAGRO,2014,23,52,30.169,5.507960732
BIOCON,2010,255,455,330.3745,52.35044328
BIOCON,2011,243,428,342.7692,27.49058331
BIOCON,2012,211,307,256.8016,23.95063068
BIOCON,2014,422,544,464.2676,25.74274559
BIRLACORPN,2010,323,440,377.012,22.01456998
BIRLACORPN,2011,252,381,325.5101,29.25469094
BIRLACORPN,2012,203,304,257.5992,27.86471946
BIRLACORPN,2014,231,591,376.6479,104.5122944
BIRLACOT,2010,1,2,1.0119,0.108457543
BIRLACOT,2011,0,1,0.4858,0.49979917
BIRLACOT,2012,0,0,0,0
BIRLACOT,2014,0,0,0,0
BIRLAERIC,2010,15,32,18.2367,2.979746767
BIRLAERIC,2011,9,22,14.2378,2.634013621
BIRLAERIC,2012,8,17,10.1244,1.558511477
BIRLAERIC,2014,19,21,20.125,0.59947894
BIRLAMONEY,2010,30,69,45.3363,6.521360482
BIRLAMONEY,2011,11,34,22.9255,5.215034244
BIRLAMONEY,2012,11,27,14.8411,2.794017416
BIRLAMONEY,2014,12,36,20.2556,7.192993809
BIRLAPOWER,2010,1,4,2.3049,0.866063135
BIRLAPOWER,2011,1,1,1,0
BIRLAPOWER,2012,0,1,0.4645,0.498736796
BLBLIMITED,2010,9,19,13.1762,2.72607861
BLBLIMITED,2011,3,12,6.3476,2.617899103
BLBLIMITED,2012,3,6,3.88,0.652380257
BLBLIMITED,2014,3,8,5.4545,1.304790918
BLISSGVS,2010,33,45,39.7768,2.889975968
BLISSGVS,2011,19,36,24.4777,3.64720931
BLISSGVS,2012,21,44,30.502,8.135429833
BLISSGVS,2014,41,73,51.8028,9.344908561
BLKASHYAP,2010,29,460,279.498,148.3009585
BLKASHYAP,2011,9,33,17.8259,6.401389706
BLKASHYAP,2012,8,15,10.17,1.533510037
BLKASHYAP,2014,5,18,10.6667,4.020779361
BLUEBIRD,2010,10,34,18.8155,6.159236078
BLUECHIP,2010,1,2,1.1304,0.336781161
BLUECHIP,2011,1,2,1.1606,0.367115798
BLUECHIP,2012,1,1,1,0
BLUECHIP,2014,0,1,0.5625,0.496078371
BLUECOAST,2010,113,260,164.6491,32.26615805
BLUECOAST,2011,121,215,161.8969,17.0828693
BLUECOAST,2012,95,146,125.3043,13.15438357
BLUECOAST,2014,59,100,77.9474,12.78351605
BLUEDART,2010,582,1213,930.7849,174.1210641
BLUEDART,2011,975,1763,1377.7409,235.7572468
BLUEDART,2012,1576,2176,1885.8623,150.6795044
BLUEDART,2014,3085,6512,4204.9155,942.9523048
BLUESTARCO,2010,352,502,418.6892,36.03118177
BLUESTARCO,2011,153,434,288.2227,71.97201303
BLUESTARCO,2012,160,218,183.8866,12.93440723
BLUESTARCO,2014,137,371,264.1127,78.10214498
BLUESTINFO,2010,99,142,113.4183,7.031821721
BLUESTINFO,2011,65,135,88.6316,17.18551712
BLUESTINFO,2012,59,74,66.9028,3.586788633
BLUESTINFO,2014,103,243,165.2183,44.42926269
BOC,2010,183,341,262.2231,51.39812211
BOC,2011,226,360,287.1174,22.36390194
BOC,2012,270,523,409.4777,48.25672018
BODALCHEM,2011,11,28,17.125,3.576477762
BODALCHEM,2012,8,18,10.8758,2.346796625
BODALCHEM,2014,15,74,35.9342,14.23333331
BODHTREE,2010,25,48,38.6508,4.411956087
BODHTREE,2012,16,31,21.0545,3.375947984
BOMDYEING,2010,412,680,558.6414,54.691592
BOMDYEING,2011,291,530,368.3401,39.69547202
BOMDYEING,2012,110,585,423.7206,144.7075751
BOMDYEING,2014,49,86,66.9085,8.454438729
BOSCHLTD,2010,4604,6506,5512.8367,639.463004
BOSCHLTD,2011,5947,7412,6747.5385,402.204338
BOSCHLTD,2012,6739,9517,8466.6154,631.3510751
BOSCHLTD,2014,8944,20544,12827.3099,3128.97342
BPCL,2010,491,802,633.8645,89.32258104
BPCL,2011,478,703,615.4575,51.6908164
BPCL,2012,315,785,517.2227,166.4014797
BPCL,2014,318,767,547.7465,133.6144567
BPL,2010,31,43,37.1872,2.740966234
BPL,2011,16,34,22.4683,3.792832716
BPL,2012,15,23,18.2713,1.968194379
BPL,2014,13,25,17.4962,3.278143753
BRABOURNE,2010,8,14,10.0714,1.791419458
BRANDHOUSE,2010,26,56,37.5179,5.51660634
BRANDHOUSE,2011,9,33,20.332,5.537789693
BRANDHOUSE,2012,10,18,13.6478,1.428960545
BRANDHOUSE,2014,2,3,2.0741,0.2618914
BRFL,2010,192,271,228.3904,24.26708435
BRFL,2011,200,293,269.5263,22.95635526
BRFL,2012,230,282,253.8178,11.35350302
BRFL,2014,114,207,168.4577,22.73008283
BRIGADE,2010,106,173,137.4104,10.55298396
BRIGADE,2011,41,117,77.336,17.70851591
BRIGADE,2012,41,110,59.8097,12.1151788
BRIGADE,2014,55,160,106.3169,36.53984314
BRITANNIA,2010,393,2298,1335.1594,641.6396751
BRITANNIA,2011,336,490,425.6397,49.36425509
BRITANNIA,2012,438,596,506.3522,38.11501645
BRITANNIA,2014,833,1834,1124.7254,305.8733086
BROADCAST,2010,15,28,19.3301,2.27343731
BROADCAST,2011,5,18,10.0049,3.170746717
BROADCAST,2012,6,11,8.1776,0.998251594
BROADCAST,2014,3,6,4.1299,0.566388636
BROOKS,2011,13,62,22.8625,8.764621712
BROOKS,2012,13,27,17.9872,2.978528245
BROOKS,2014,17,52,30.5634,10.90642968
BSELINFRA,2010,7,19,11.506,2.908115472
BSELINFRA,2011,3,8,4.7268,1.380530897
BSELINFRA,2012,3,4,3.1324,0.338946914
BSELINFRA,2014,1,4,2.6027,0.789307413
BSL,2010,25,48,32.761,4.488878408
BSL,2011,16,29,24.1557,2.789090256
BSL,2012,14,22,16.3934,2.133101248
BSL,2014,14,41,24.844,7.536468018
BSLGOLDETF,2011,2187,2930,2586.7829,246.8857587
BSLGOLDETF,2012,2718,3186,2935.4898,132.9298914
BSLGOLDETF,2014,2483,3009,2729.0986,145.3013532
BSLIMITED,2012,182,229,192.6364,11.37599328
BSLIMITED,2014,12,121,33.0634,27.60465739
BSLNIFTY,2011,46,57,50.4158,2.765656876
BSLNIFTY,2012,45,58,52.0048,2.229634269
BSLNIFTY,2014,58,89,70.7823,8.965489825
BSTRANSCOM,2010,124,473,198.9783,89.36989308
BSTRANSCOM,2011,81,148,110.413,16.93998439
BSTRANSCOM,2012,132,227,186.64,23.55266817
BURNPUR,2010,10,15,12.1394,1.309054465
BURNPUR,2011,6,10,7.9031,1.037948731
BURNPUR,2012,6,12,7.0446,1.378329688
BURNPUR,2014,8,16,11.1197,1.98047652
BUTTERFLY,2014,213,341,285.1684,25.76315306
BVCL,2010,25,48,31.1434,3.836725786
BVCL,2011,12,27,17.7418,4.026924551
BVCL,2012,8,17,11.2388,2.081113022
BVCL,2014,5,16,13.1964,1.846034774
CADILAHC,2010,550,842,676.741,71.89307486
CADILAHC,2011,656,967,811.1862,71.16819996
CADILAHC,2012,632,946,786.3644,78.34330157
CADILAHC,2014,781,1646,1130.0211,234.4849456
CAIRN,2010,253,355,309.7092,25.21665238
CAIRN,2011,252,367,317.5668,25.30819328
CAIRN,2012,303,392,336.6478,17.40588996
CAIRN,2014,229,383,321.5352,34.21054569
CALSOFT,2010,37,65,45.2948,4.749180226
CALSOFT,2011,19,41,30.5636,5.536491658
CALSOFT,2012,11,21,15.8125,2.32813249
CALSOFT,2014,5,8,6.0909,1.137877779
CAMBRIDGE,2010,45,94,65.0478,11.16972043
CAMBRIDGE,2011,15,50,30.1649,9.707939364
CAMBRIDGE,2012,15,24,18.4286,2.107771372
CAMLIN,2010,22,54,35.0956,9.544549597
CAMLIN,2011,31,82,58.8219,14.33352882
CAMLIN,2012,32,41,36.5714,2.846408406
CANBK,2010,372,836,509.4143,124.3581595
CANBK,2011,354,662,514.5749,80.32011774
CANBK,2012,311,561,429.5425,52.2103075
CANBK,2014,213,493,348.9225,80.72532754
CANDC,2010,206,271,242.251,14.17353845
CANDC,2011,75,213,123.6032,28.92354276
CANDC,2012,48,114,69.5951,16.75466147
CANDC,2014,23,58,36.3267,9.862529259
CANFINHOME,2010,79,167,114.1753,28.20544202
CANFINHOME,2011,88,129,105.7611,9.991678092
CANFINHOME,2012,88,142,110.4626,9.894249591
CANFINHOME,2014,165,518,337.5211,125.6021955
CANTABIL,2010,56,108,72.7368,14.07938186
CANTABIL,2011,14,64,33.1984,10.77583129
CANTABIL,2012,15,24,18.5263,1.975127677
CANTABIL,2014,16,38,23.6541,5.932002049
CAPF,2012,187,216,196.8235,8.507680227
CAPF,2014,128,366,230.8592,75.63371626
CAPLIPOINT,2014,239,529,388.7465,73.30405871
CARBORUNIV,2010,156,264,209.5418,26.93361403
CARBORUNIV,2011,138,319,240.7611,54.50769388
CARBORUNIV,2012,135,170,152.6073,6.648766859
CARBORUNIV,2014,127,215,164.9507,22.90590903
CAREERP,2011,201,267,238.5,21.45198126
CAREERP,2012,138,276,180.6437,34.4062799
CAREERP,2014,72,144,110.0968,18.89704108
CARERATING,2012,915,935,925,7.211102551
CARERATING,2014,693,1520,1047.6197,270.9452086
CAROLINFO,2010,55,148,70.5,16.56524384
CAROLINFO,2011,133,240,163.291,24.2040794
CAROLINFO,2012,156,176,161.5532,5.217843814
CASTROL,2010,363,729,500.8884,101.2259292
CASTROL,2011,387,577,469.9069,47.57550395
CASTROL,2012,273,626,445.0567,105.2388686
CASTROL,2014,294,314,299.96,4.61718529
CASTROLIND,2014,285,535,372.3962,70.67847465
CCCL,2010,58,451,116.7689,105.6902299
CCCL,2011,16,64,34,14.4126575
CCCL,2012,12,23,15.1781,2.022764051
CCCL,2014,2,8,4.8778,1.806333166
CCL,2010,162,361,239.9522,47.6065141
CCL,2011,116,295,194.7247,39.2986736
CCL,2012,118,360,227.0324,67.16526662
CCL,2014,39,159,79.9648,37.19730642
CEATLTD,2010,126,191,146.9163,14.88217242
CEATLTD,2011,68,138,94.3968,15.7681991
CEATLTD,2012,73,123,100.1538,11.15771258
CEATLTD,2014,287,991,557.0211,206.2827769
CEBBCO,2010,43,128,83.1132,30.99888031
CEBBCO,2011,29,59,39.9231,6.99004646
CEBBCO,2012,56,108,80.5182,16.28238511
CEBBCO,2014,10,23,16.4369,3.77438969
CELEBRITY,2010,17,33,23.5989,3.311100807
CELEBRITY,2011,4,20,10.1215,4.140427854
CELEBRITY,2012,4,7,5.0732,0.728856234
CELEBRITY,2014,4,19,12.8784,4.978203037
CELESTIAL,2010,21,44,32.992,4.466780467
CELESTIAL,2011,16,38,27.4453,5.343660266
CELESTIAL,2012,13,26,17.1753,2.524152647
CELESTIAL,2014,15,39,24.838,6.052164464
CENTENKA,2010,160,325,248.4622,29.85291903
CENTENKA,2011,89,215,167.8704,26.83174854
CENTENKA,2012,97,140,116.5385,8.85039504
CENTENKA,2014,131,186,157.7887,14.84607929
CENTEXT,2010,4,14,6.506,2.21974213
CENTEXT,2011,2,5,3.2732,0.767328082
CENTEXT,2012,2,3,2.2389,0.426390949
CENTEXT,2014,1,2,1.8923,0.30999141
CENTRALBK,2010,140,243,170.3904,26.99769335
CENTRALBK,2011,66,182,122.3036,26.65799488
CENTRALBK,2012,62,110,81.7449,12.19924521
CENTRALBK,2014,44,86,62.8592,12.97537839
CENTUM,2010,71,142,105.9602,16.51113976
CENTUM,2011,44,135,87.8686,19.21234243
CENTUM,2012,44,85,61.8018,9.94110569
CENTUM,2014,160,668,360.9231,153.9198456
CENTURYPLY,2010,44,74,58.5896,7.734316625
CENTURYPLY,2011,47,75,61.7409,6.631240321
CENTURYPLY,2012,45,68,55.9879,4.039763673
CENTURYPLY,2014,22,168,74.7887,45.16508545
CENTURYTEX,2010,400,588,488.2629,38.91806929
CENTURYTEX,2011,218,440,321.4372,40.22340333
CENTURYTEX,2012,218,438,329.834,51.11359875
CENTURYTEX,2014,293,638,474.4648,119.2374044
CERA,2010,145,360,227.3506,52.36955517
CERA,2011,152,240,187.1134,19.65706247
CERA,2012,170,433,290.6275,72.9971918
CERA,2014,686,1799,1255.2324,373.1907843
CEREBRAINT,2014,6,13,8.6393,1.493513701
CESC,2010,350,445,390.1594,17.13801784
CESC,2011,195,379,292.1741,34.46053391
CESC,2012,202,343,285.8462,28.31861477
CESC,2014,422,814,600.331,114.7779683
CGCL,2014,107,215,159.15,33.7913609
CHAMBLFERT,2010,53,104,70.4064,10.52838126
CHAMBLFERT,2011,67,117,84.83,11.0810153
CHAMBLFERT,2012,63,92,74.3644,6.716107437
CHAMBLFERT,2014,37,71,51.7324,10.6267769
CHEMFALKAL,2010,44,77,61.1771,6.808191944
CHEMFALKAL,2011,39,66,48.7155,6.060591103
CHEMFALKAL,2012,38,73,50.0083,8.769307735
CHEMFALKAL,2014,67,119,85.0986,12.8837215
CHEMPLAST,2010,7,12,9.1713,0.822089133
CHEMPLAST,2011,4,8,6.251,0.944700212
CHEMPLAST,2012,4,15,9.3294,4.154057507
CHENNPETRO,2010,222,295,253.8685,15.54490493
CHENNPETRO,2011,155,252,209.1538,19.25832843
CHENNPETRO,2012,120,180,141.3077,17.703429
CHENNPETRO,2014,58,106,81.6268,13.39781838
CHESLINTEX,2010,8,22,12.4913,3.290586499
CHESLINTEX,2011,8,17,13.0128,1.922942893
CHESLINTEX,2012,6,10,7.4021,1.071272428
CHESLINTEX,2014,5,9,7.4198,1.477330988
CHETTINAD,2010,460,600,539.6667,26.65171456
CHETTINAD,2011,398,546,468.6429,30.64204544
CHETTINAD,2012,529,994,720.9797,127.625833
CHI,2010,40,49,44.6667,2.436495011
CHOLADBS,2010,61,137,95.9739,25.24780175
CHOLAFIN,2010,133,195,168.1471,16.46186744
CHOLAFIN,2011,108,191,157.7166,16.25631761
CHOLAFIN,2012,114,280,194.1134,35.76581646
CHOLAFIN,2014,229,505,362.9085,91.46321549
CHROMATIC,2012,82,117,90.4762,7.856998556
CHROMATIC,2014,4,6,4.5588,0.619511658
CIGNITITEC,2014,432,490,470.6786,14.75043237
CILNOVA,2011,14,18,16.2117,0.999493718
CILNOVA,2012,16,21,18.5388,0.708207374
CIMMCO,2011,60,87,75.5814,6.369376437
CIMMCO,2012,44,77,57.5844,8.530592742
CIMMCO,2014,14,66,38.9868,17.34745046
CINELINE,2014,8,15,12.0282,2.031247663
CINEMAX,2010,48,79,60.5322,6.272088379
CINEMAX,2011,27,59,38.1822,6.975028222
CINEMAX,2012,30,37,34.0217,1.343084225
CINEMAXIN,2012,100,191,150.7368,22.36972132
CINEMAXIN,2014,273,326,299.0345,16.90028108
CINEPRO,2012,12,22,15.934,2.262361714
CINEVISTA,2010,5,8,5.5355,0.633832672
CINEVISTA,2011,3,6,3.7561,0.641916128
CINEVISTA,2012,3,5,3.3235,0.651721171
CINEVISTA,2014,3,4,3.6622,0.472972973
CIPLA,2010,303,371,331.2112,16.29530873
CIPLA,2011,275,379,311.9838,20.35434432
CIPLA,2012,289,425,344.4008,34.16839223
CIPLA,2014,372,663,473.9507,98.72142678
CLASSIC,2010,16,25,20.8167,1.72810114
CLASSIC,2011,5,18,11.753,2.792366128
CLASSIC,2012,4,9,5.1925,1.06038507
CLASSIC,2014,1,1,1,0
CLNINDIA,2010,415,823,635.7689,107.9436661
CLNINDIA,2011,565,841,695.9676,54.55976706
CLNINDIA,2012,559,679,624.664,21.80806125
CLNINDIA,2014,596,1037,778.7042,130.2583451
