SYMBOL,YEAR,MIN,MAX,MEAN,STD_DEV
SOBHA,2011,189,328,251.7854,29.13208976
SOBHA,2012,192,394,323.6964,41.96037396
SOBHA,2014,267,559,408.2837,73.51955655
SOFTPRO,2010,185,365,235.9756,38.48502262
SOFTTECHGR,2011,4,6,4.9074,0.49448259
SOFTTECHGR,2012,3,4,3.5755,0.494265323
SOFTTECHGR,2014,2,3,2.7879,0.408810229
SOLARINDS,2010,396,653,468.3227,66.93538719
SOLARINDS,2011,543,827,666.0244,87.55820024
SOLARINDS,2012,758,1019,902.3725,75.1173369
SOLARINDS,2014,863,2879,1680.0645,730.8439305
SOLEMS,2010,43,78,60.7143,9.939692562
SOMANYCERA,2010,54,349,194.1554,71.45725438
SOMANYCERA,2011,32,57,42.561,5.18384975
SOMANYCERA,2012,32,92,48.5727,15.33323686
SOMANYCERA,2014,110,346,230.4255,72.39139423
SOMATEX,2010,9,14,10.5378,1.208189911
SOMATEX,2011,4,10,6.9749,1.684099119
SOMATEX,2012,4,7,4.7027,0.563045045
SOMATEX,2014,3,5,3.7123,0.692018134
SONASTEER,2010,17,24,19.485,1.339715915
SONASTEER,2011,10,19,15.4494,1.914273479
SONASTEER,2012,11,15,12.9636,0.760012957
SONASTEER,2014,17,62,39.7328,14.33668898
SONATSOFTW,2010,43,66,52.8406,5.176419681
SONATSOFTW,2011,21,53,35.1943,7.425383771
SONATSOFTW,2012,17,27,20.8925,2.627245033
SONATSOFTW,2014,39,150,76.354,38.20923309
SOTL,2010,375,593,493.4064,53.08560889
SOTL,2011,384,683,526.5506,59.80660862
SOTL,2012,401,549,468.2551,32.04039272
SOTL,2014,392,812,596.4965,135.4510523
SOUISPAT,2010,10,13,10.9688,0.883330877
SOUISPAT,2011,3,11,7.2996,2.26380601
SOUISPAT,2012,3,6,3.556,0.667856471
SOUISPAT,2014,0,3,1.8333,1.12422813
SOUTHBANK,2010,22,221,129.0159,66.80422537
SOUTHBANK,2011,18,26,22.4211,1.476140232
SOUTHBANK,2012,20,28,23.7935,1.577254361
SOUTHBANK,2014,20,34,25.9433,3.933441006
SPANCO,2010,164,165,164.6667,0.471404521
SPANCO,2011,64,164,130.5911,23.3411333
SPANCO,2012,20,128,65.417,29.09109305
SPARC,2010,75,110,91.8048,5.423658614
SPARC,2011,67,99,81.0162,8.542329756
SPARC,2012,67,138,84.6559,16.10388202
SPARC,2014,146,213,172,17.98778151
SPECIALITY,2012,158,220,184.4338,14.17002958
SPECIALITY,2014,110,207,145.0638,19.93721093
SPECTACLE,2010,41,163,132.9038,28.03809882
SPECTACLE,2011,5,39,16.312,6.241046066
SPECTACLE,2012,3,6,3.6803,0.727294486
SPECTACLE,2014,1,2,1.05,0.217944947
SPENTEX,2010,10,24,15.5079,3.732623299
SPENTEX,2011,6,21,13.3563,4.180467291
SPENTEX,2012,5,9,6.4892,1.017266246
SPENTEX,2014,3,7,4.8,1.077032961
SPIC,2010,17,34,23.4067,3.6406898
SPIC,2011,14,37,23.9636,5.342773721
SPIC,2012,13,20,16.6119,1.663479783
SPIC,2014,10,27,18.6312,5.450501112
SPICE,2014,255,260,256.25,2.165063509
SPICEMOBI,2014,22,41,28.2222,4.157397096
SPICEMOBIL,2010,34,149,77.0916,29.46487492
SPICEMOBIL,2011,97,118,102.156,4.516767324
SPICETELE,2010,56,67,60.2889,2.777866665
SPLIL,2010,7,11,9.379,1.075979704
SPLIL,2011,2,7,4.5056,1.31443787
SPLIL,2012,2,4,2.954,0.335899752
SPLIL,2014,6,14,8.816,1.736129027
SPMLINFRA,2010,154,300,227.5031,44.79679741
SPMLINFRA,2011,72,245,151.749,38.24714206
SPMLINFRA,2012,57,107,72.758,10.0460523
SPMLINFRA,2014,26,107,63.9882,23.58139552
SPYL,2011,20,48,29.1292,5.474560802
SPYL,2012,22,60,35.6926,8.052097006
SPYL,2014,1,3,2.078,0.316696646
SQSBFSI,2014,589,760,635.1875,49.99027249
SREEL,2014,235,305,267.6303,16.88312048
SREINFRA,2010,82,139,103.5478,14.45848238
SREINFRA,2011,23,116,45.1619,19.72806241
SREINFRA,2012,19,48,27.413,5.978327438
SREINFRA,2014,21,57,38.8369,10.73908756
SREINTFIN,2010,61,91,78.1691,7.253351302
SRF,2010,178,435,261.0956,68.36286197
SRF,2011,234,365,308.3198,23.1455291
SRF,2012,199,302,229.5547,23.50975438
SRF,2014,211,903,518.8227,222.4564435
SRGINFOTEC,2010,1,1,1,0
SRGINFOTEC,2011,0,1,0.7126,0.452572911
SRGINFOTEC,2012,0,1,0.0053,0.072931453
SRHHLINDST,2010,4,7,4.9362,0.822664465
SRHHLINDST,2011,3,6,4.0617,0.52738472
SRHHLINDST,2012,4,6,4.603,0.519171116
SRHHYPOLTD,2010,30,71,41.4597,11.68221642
SRHHYPOLTD,2011,32,71,44.042,6.624242412
SRHHYPOLTD,2012,34,60,44.9871,6.444789941
SRHHYPOLTD,2014,16,63,32.8235,14.5737891
SRICHAMUND,2010,53,90,65.6154,8.55784356
SRICHAMUND,2011,23,61,40.8797,8.016089513
SRICHAMUND,2012,25,41,33.366,3.427592066
SRICHAMUND,2014,17,27,22,2.632217968
SRIPIPES,2014,70,72,71,1
SRSLTD,2011,28,36,33.3944,2.145935386
SRSLTD,2012,28,49,37.1336,5.306245306
SRSLTD,2014,23,36,30.234,3.746654863
SRTRANSFIN,2010,431,893,642.3267,127.0597502
SRTRANSFIN,2011,418,825,658.3806,90.87336535
SRTRANSFIN,2012,420,766,587.2551,61.81292566
SRTRANSFIN,2014,554,1204,846.383,170.8478092
SSLT,2014,172,315,236.9433,46.3167897
SSWL,2010,98,459,213.864,101.9223111
SSWL,2011,163,355,255.1174,39.36641919
SSWL,2012,165,239,201.4332,17.99242393
SSWL,2014,112,365,222.844,80.41208438
STAR,2010,235,465,378.8725,58.68091582
STAR,2011,280,450,368.0688,36.58962874
STAR,2012,378,1195,742.6235,187.4405707
STAR,2014,348,977,583.6525,173.1571658
STARPAPER,2010,27,50,35.9841,3.809160826
STARPAPER,2011,14,31,22.5668,2.778348746
STARPAPER,2012,12,19,14.9795,1.615622426
STARPAPER,2014,6,24,13.7907,4.485418959
STCINDIA,2010,304,540,417.0717,49.78354378
STCINDIA,2011,113,338,204.7652,51.4593657
STCINDIA,2012,140,326,252.2551,25.66562716
STCINDIA,2014,145,233,192.5532,23.97174032
STEELTUBES,2010,2,3,2.1121,0.315451284
STEL,2011,7,15,11.7027,1.886865911
STEL,2012,11,16,13.2591,0.871075941
STEL,2014,10,11,10.7143,0.451753951
STER,2010,151,917,445.5618,305.8533995
STER,2011,88,194,147.8259,27.78995203
STER,2012,89,135,106.0121,9.108647749
STERLINBIO,2010,92,123,107.8247,6.096921976
STERLINBIO,2011,21,105,82.4211,17.75157067
STERLINBIO,2012,5,20,8.6621,3.293133463
STERLINBIO,2014,7,18,10.4951,2.848517879
STERTOOLS,2010,77,159,114.4701,21.38161383
STERTOOLS,2011,91,134,115.7087,8.977624991
STERTOOLS,2012,88,119,102.7399,8.254612734
STERTOOLS,2014,107,437,230.4519,97.06368421
STINDIA,2010,7,28,12.47,7.6321098
STINDIA,2011,21,29,25.1525,2.434313736
STINDIA,2012,15,30,24.4263,4.484164195
STINDIA,2014,7,12,7.9688,1.510057429
STOREONE,2010,21,49,30.9875,5.359556302
STOREONE,2011,9,26,15.5585,2.928542938
STOREONE,2012,9,53,31.2031,8.459794042
STOREONE,2014,24,70,40.4681,13.17075699
STRTECH,2010,68,438,147.8167,117.0843257
STRTECH,2011,28,79,48.5587,11.35245052
STRTECH,2012,28,45,33.7976,4.173309516
STRTECH,2014,19,78,46.0726,21.14472915
STYABS,2012,605,755,673.9618,40.69874514
STYABS,2014,401,678,522.0426,85.72220285
SUBEX,2010,47,95,63.3108,10.86273665
SUBEX,2011,24,85,52.7328,13.22896533
SUBEX,2012,11,33,20.5969,6.029332282
SUBEX,2014,8,15,9.947,1.263199365
SUBHASPROJ,2010,130,171,148,9.471248358
SUBROS,2010,41,54,47.3004,2.689349493
SUBROS,2011,21,24,22.7778,1.030402055
SUBROS,2012,21,38,29.2186,3.324668156
SUBROS,2014,23,76,43.9194,18.57139527
SUDAR,2011,46,135,91.95,24.11550331
SUDAR,2012,48,174,81.587,31.97214619
SUDAR,2014,16,48,29.4964,9.601645303
SUDARSCHEM,2010,345,690,521.7052,108.1460976
SUDARSCHEM,2011,490,781,688.2333,68.6885766
SUDARSCHEM,2012,418,671,478.9671,48.99322774
SUDARSCHEM,2014,83,1196,553.7857,329.9928524
SUJANATOW,2010,48,221,78.0476,49.88673215
SUJANATOW,2011,5,41,27.1029,8.911008348
SUJANATOW,2012,4,10,6.9031,1.398343642
SUJANATWR,2014,7,25,15.3551,5.32188628
SUJANAUNI,2010,7,14,11.0199,1.531736507
SUJANAUNI,2011,3,8,5.2348,1.221236791
SUJANAUNI,2012,2,5,3.3522,0.815726683
SUJANAUNI,2014,1,3,1.9368,0.765169762
SUMEETINDS,2010,23,27,25.0667,1.123486636
SUMEETINDS,2011,20,43,29.3765,5.430452373
SUMEETINDS,2012,13,27,21.1822,3.236183099
SUMEETINDS,2014,14,26,17.539,2.97392386
SUMMIT,2010,15,18,15.9524,1.045452305
SUMMITSEC,2011,57,125,86.0457,15.72183186
SUMMITSEC,2012,61,95,78.8704,5.881369147
SUMMITSEC,2014,71,301,197.2632,83.4707694
SUNCLAYLTD,2012,301,359,318.4167,11.17630181
SUNCLAYLTD,2014,392,1641,974.7742,475.2920128
SUNCLAYTON,2010,108,244,172.2629,40.91593974
SUNCLAYTON,2011,131,208,150.8907,14.14214258
SUNCLAYTON,2012,151,187,167.0585,9.732508738
SUNDARAM,2010,42,52,46.5267,2.137589504
SUNDARAM,2011,40,49,43.7085,1.941463351
SUNDARAM,2012,15,50,24.5892,14.43979229
SUNDARAM,2014,2,20,5.8723,5.936843806
SUNDARMFIN,2010,337,689,483.259,111.9506893
SUNDARMFIN,2011,469,596,519.5628,24.90035017
SUNDARMFIN,2012,502,1081,717.2713,139.0090555
SUNDARMFIN,2014,588,1355,899.9362,253.3535699
SUNDRMBRAK,2010,181,269,221.1992,16.5657016
SUNDRMBRAK,2011,145,201,162.7102,10.79766121
SUNDRMBRAK,2012,142,195,160.6327,12.20152864
SUNDRMBRAK,2014,171,357,242.7838,62.3794557
SUNDRMFAST,2010,45,74,56.6414,7.160574073
SUNDRMFAST,2011,46,66,57.4413,4.912554678
SUNDRMFAST,2012,43,58,49.9798,3.465795143
SUNDRMFAST,2014,44,195,104.1135,49.0317732
SUNFLAG,2010,26,35,30.5777,1.848047381
SUNFLAG,2011,20,32,26.6032,2.122863211
SUNFLAG,2012,19,27,22.5789,1.609952003
SUNFLAG,2014,16,33,24.5745,4.792479396
SUNILHITEC,2010,120,260,197.7769,32.27641486
SUNILHITEC,2011,57,140,101.8947,19.96771312
SUNILHITEC,2012,56,82,66.3279,5.977839388
SUNILHITEC,2014,51,185,108.0438,42.28593468
SUNPHARMA,2010,428,2328,1628.9363,448.4897498
SUNPHARMA,2011,397,533,472.9028,30.95338457
SUNPHARMA,2012,495,765,623.2834,66.03330536
SUNPHARMA,2014,572,917,706.6525,109.8077615
SUNTECK,2010,470,693,609.8645,52.39869355
SUNTECK,2011,247,552,338.4777,66.35024316
SUNTECK,2012,261,478,352.6964,36.55522286
SUNTECK,2014,232,369,302.8085,29.64540195
SUNTV,2010,347,541,450.4462,54.086769
SUNTV,2011,220,546,353.7166,79.48182798
SUNTV,2012,224,430,314.0891,43.65516514
SUNTV,2014,306,470,380.0709,40.90460193
SUPER,2010,214,429,316.2967,52.99230414
SUPER,2011,123,360,227.4979,64.26945428
SUPER,2012,128,246,169.9786,32.94121241
SUPER,2014,186,446,332.0225,71.36470306
SUPERHOUSE,2014,194,289,245.5,24.76514688
SUPERSPIN,2010,10,19,15.1167,2.597595042
SUPERSPIN,2011,6,15,9.6397,2.263002175
SUPERSPIN,2012,5,8,6.4839,0.889761394
SUPERSPIN,2014,5,10,6.8136,1.320946967
SUPPETRO,2010,30,78,50.1514,12.18944861
SUPPETRO,2011,44,75,60.9798,8.323154082
SUPPETRO,2012,40,68,49.5142,5.960633476
SUPPETRO,2014,53,95,71.0496,11.32456455
SUPRAJIT,2010,16,158,42.2914,46.59577768
SUPRAJIT,2011,16,23,19.7166,1.417304769
SUPRAJIT,2012,18,29,23.5466,3.099702594
SUPRAJIT,2014,49,133,93.8085,28.16816645
SUPREMEIND,2010,142,827,461.5777,184.9268105
SUPREMEIND,2011,143,219,174.2429,22.34722538
SUPREMEIND,2012,173,299,237.0162,41.37905821
SUPREMEIND,2014,414,674,532.844,80.30193763
SUPREMEINF,2010,170,314,233.4422,43.10091523
SUPREMEINF,2011,159,293,222.749,29.92652522
SUPREMEINF,2012,162,335,270.3603,33.29313623
SUPREMEINF,2014,200,414,317.3182,64.13413006
SUPREMETEX,2010,11,19,15.2515,2.402308599
SURAJDIAMN,2010,46,74,55.502,7.018117988
SURAJDIAMN,2011,36,59,47.4737,5.316530994
SURAJDIAMN,2012,36,56,43.6357,4.954378604
SURANACORP,2010,39,117,80.1373,24.8706612
SURANACORP,2011,80,137,100.1545,10.18802583
SURANACORP,2012,66,99,81.8884,9.338431016
SURANACORP,2014,14,25,19.0752,2.506004999
SURANAIND,2010,161,309,271.2258,41.71124601
SURANAIND,2011,229,441,350.3279,59.86123881
SURANAIND,2012,133,446,209.6502,84.67685531
SURANAIND,2014,43,69,58.0921,6.266405063
SURANASOL,2014,39,47,44.8571,1.726149425
SURANAT&P,2010,17,64,34.6784,14.01564956
SURANAT&P,2011,13,21,15.6883,1.463449355
SURANAT&P,2012,15,19,16.9508,0.998789916
SURANAT&P,2014,7,49,22.9369,12.0474133
SURANATELE,2010,38,41,39.1667,0.687184271
SURANAVEL,2011,16,53,37.9783,10.71911971
SURANAVEL,2012,18,24,19.7131,0.960154373
SURANAVEL,2014,16,102,40.4157,33.0745868
SURYAJYOTI,2010,22,62,33.0438,10.63717415
SURYAJYOTI,2011,12,50,29.9352,9.818383889
SURYAJYOTI,2012,11,25,13.803,2.124358178
SURYAJYOTI,2014,6,11,8.6593,1.598211777
SURYALAXMI,2010,36,140,104.5478,26.77470188
SURYALAXMI,2011,47,126,75.2915,18.29304996
SURYALAXMI,2012,48,81,65.5506,8.539765854
SURYALAXMI,2014,40,148,76.8548,36.83850842
SURYAPHARM,2010,29,347,208.0478,64.43531691
SURYAPHARM,2011,10,30,19.2753,4.690104732
SURYAPHARM,2012,1,15,5.986,4.733534148
SURYAPHARM,2014,1,2,1.0698,0.254754678
SURYAROSNI,2010,67,120,91.9562,13.577653
SURYAROSNI,2011,43,109,80.2348,20.51506611
SURYAROSNI,2012,44,80,57.3482,8.370967923
SURYAROSNI,2014,67,116,88.9362,13.22967477
SUTLEJTEX,2010,99,349,196.7304,76.45610525
SUTLEJTEX,2011,130,308,209.1417,45.40095954
SUTLEJTEX,2012,131,236,174.9868,20.88451151
SUTLEJTEX,2014,184,406,302.6809,72.03696048
SUVEN,2010,24,35,28.6355,2.229476325
SUVEN,2011,12,25,17.922,2.775108189
SUVEN,2012,12,34,19.0931,5.889281522
SUVEN,2014,71,232,124.5106,56.24826138
SUZLON,2010,45,95,62.2988,11.18596688
SUZLON,2011,18,58,43.2834,10.31530484
SUZLON,2012,15,31,20.3441,4.467493472
SUZLON,2014,10,36,16.1371,6.476178031
SWANENERGY,2012,126,144,134.898,3.832788534
SWANENERGY,2014,54,133,66.844,20.21385091
SWARAJENG,2010,281,521,386.5378,71.30743692
SWARAJENG,2011,354,504,439.1781,25.29407301
SWARAJENG,2012,383,511,420.4291,23.42223848
SWARAJENG,2014,601,1006,826.0496,139.2941846
SWARAJMAZD,2010,214,437,321.3699,59.60720135
SWARAJMAZD,2011,393,432,410.9,13.56060471
SWELECTES,2012,135,302,147.6525,33.3780038
SWELECTES,2014,173,502,336.156,105.6262838
SYMPHONY,2011,1031,1483,1249.6074,99.54519512
SYMPHONY,2012,178,1344,412.7814,329.6045981
SYMPHONY,2014,392,2049,1050.9504,483.0140201
SYNCOM,2010,36,146,57.8969,24.31728129
SYNCOM,2011,10,49,23.9271,9.837276922
SYNCOM,2012,9,28,13.0769,3.195099019
SYNCOM,2014,5,9,7.0796,1.065480846
SYNDIBANK,2010,80,158,105.741,20.07398341
SYNDIBANK,2011,68,131,108.7692,10.82616529
SYNDIBANK,2012,69,135,105.8259,13.28990274
SYNDIBANK,2014,79,176,119.3688,26.71133086
TAINWALCHM,2010,16,28,19.1983,3.173026385
TAINWALCHM,2011,14,40,23.2353,6.565386549
TAINWALCHM,2012,16,26,20.3878,1.827413992
TAINWALCHM,2014,13,33,23.1212,5.019704058
TAJGVK,2010,121,177,154.4263,10.92411099
TAJGVK,2011,65,134,96.8826,13.00102692
TAJGVK,2012,57,88,69.6356,6.693161196
TAJGVK,2014,58,122,85.2908,19.71338567
TAKE,2010,23,42,31.1076,4.658067421
TAKE,2011,20,43,33.0931,5.813866678
TAKE,2012,22,40,31.3144,4.457022484
TAKE,2014,30,61,37.3901,6.676701366
TAKSHEEL,2011,12,58,20.1224,8.899971688
TAKSHEEL,2012,9,17,12.1822,1.530792734
TALBROAUTO,2010,49,86,67.1502,8.835585115
TALBROAUTO,2011,32,73,52.959,11.35882523
TALBROAUTO,2012,35,46,40.3484,1.575152015
TALBROAUTO,2014,37,115,74.5957,27.10289789
TALWALKARS,2010,163,294,216.497,37.89251648
TALWALKARS,2011,109,278,203.502,38.41968061
TALWALKARS,2012,118,218,164.2996,19.61035729
TALWALKARS,2014,137,279,191.0922,34.33520632
TANFACIND,2010,26,39,31.155,2.512165401
TANFACIND,2011,20,31,26.2336,2.810459234
TANFACIND,2012,15,23,17.8079,2.229069536
TANFACIND,2014,6,18,11.8485,4.239934334
TANLA,2010,20,65,36.247,11.66338727
TANLA,2011,6,22,12.5706,5.007931531
TANLA,2012,5,10,6.5182,0.833673924
TANLA,2014,4,19,10.4865,5.599010313
TANTIACONS,2010,75,152,101.6335,19.69410279
TANTIACONS,2011,35,87,61.5182,12.18110105
TANTIACONS,2012,38,62,50.8543,5.748702736
TANTIACONS,2014,15,38,22.9124,6.355036456
TARAJEWELS,2012,220,232,225.1429,3.943478212
TARAJEWELS,2014,80,126,97.1844,8.747524746
TARAPUR,2010,29,57,35.9938,3.827810776
TARAPUR,2011,15,30,20.9433,3.512387839
TARAPUR,2012,11,20,14.4498,1.958569061
TARAPUR,2014,6,9,7.3162,0.921254929
TARMAT,2012,18,19,18.1333,0.339934634
TARMAT,2014,7,30,20.7451,8.140537963
TATACHEM,2010,281,440,349.6892,42.42658346
TATACHEM,2011,295,408,347.3482,23.90687539
TATACHEM,2012,299,372,327.0931,16.83605855
TATACHEM,2014,255,455,338.078,59.7911342
TATACOFFEE,2010,339,653,457.8924,94.02606436
TATACOFFEE,2011,457,1002,796.8057,119.2176024
TATACOFFEE,2012,762,1431,972.9757,176.5683207
TATACOFFEE,2014,874,1050,955.766,45.39794701
TATACOMM,2010,236,371,292.4701,33.55358003
TATACOMM,2011,180,265,213.3887,22.17145996
TATACOMM,2012,201,260,231.9879,11.79188007
TATACOMM,2014,267,468,349.1986,54.66003504
TATAELXSI,2010,227,337,279.2629,24.64122201
TATAELXSI,2011,171,317,230.9717,29.34637496
TATAELXSI,2012,174,245,215.8785,13.1580791
TATAELXSI,2014,364,660,555.0922,77.94359669
TATAGLOBAL,2010,107,134,120.2087,6.763708337
TATAGLOBAL,2011,81,113,95.2105,7.275117772
TATAGLOBAL,2012,91,179,127.3725,22.16717243
TATAGLOBAL,2014,136,175,154.2979,8.484232084
TATAINVEST,2010,447,606,522.7251,43.24524854
TATAINVEST,2011,411,567,490.6883,33.17936752
TATAINVEST,2012,419,495,450.2672,14.65643858
TATAINVEST,2014,386,593,508.4823,65.47541392
TATAMETALI,2010,114,163,140.2629,10.55183476
TATAMETALI,2011,52,143,94.6599,22.26773352
TATAMETALI,2012,51,73,63.7854,4.017605799
TATAMETALI,2014,45,162,86.2695,35.61374335
TATAMOTORS,2010,667,1365,930.5538,204.9902536
TATAMOTORS,2011,140,1308,802.9798,434.4650343
TATAMOTORS,2012,184,319,259.3806,27.90181068
TATAMOTORS,2014,336,545,448.078,54.26335452
TATAMTRDVR,2010,379,910,617.7888,152.6958518
TATAMTRDVR,2011,82,789,458.7287,253.4159406
TATAMTRDVR,2012,88,186,146.9595,19.69972925
TATAMTRDVR,2014,170,388,275.9433,64.49770715
TATAPOWER,2010,1204,1490,1326.6096,57.45151211
TATAPOWER,2011,81,1401,932.1255,507.3604597
TATAPOWER,2012,88,119,101.5061,6.116196355
TATAPOWER,2014,73,114,88.7589,10.40928439
TATASPONGE,2010,298,401,350.2072,23.11854321
TATASPONGE,2011,240,384,326.5709,26.20539473
TATASPONGE,2012,236,346,305.9393,26.20350821
TATASPONGE,2014,296,943,618.5957,187.9034375
TATASTEEL,2010,451,696,585.1833,63.02701532
TATASTEEL,2011,335,704,535.1538,93.03410532
TATASTEEL,2012,341,495,418.6316,32.57787143
TATASTEEL,2014,337,575,454.4113,68.21192164
TATATEA,2010,116,1200,917.1176,288.3789138
TBZ,2012,89,287,154.0795,61.45191661
TBZ,2014,124,218,153.4539,22.97222349
TCI,2010,88,154,118.8755,17.59977668
TCI,2011,54,119,87.4332,14.03561805
TCI,2012,54,83,64.1498,5.707249985
TCI,2014,87,291,172.7943,61.39287709
TCIDEVELOP,2011,111,235,169.9273,26.3260589
TCIDEVELOP,2012,112,178,136.8975,15.2949738
TCIDEVELOP,2014,127,336,202.812,57.95355223
TCIFINANCE,2010,21,51,28.8603,8.768403163
TCIFINANCE,2011,19,90,47.6494,21.31315698
TCIFINANCE,2012,20,40,34.3197,3.981225317
TCIFINANCE,2014,18,49,27.6939,8.539712947
TCPLTD,2010,34,112,75.0588,22.22470959
TCS,2010,700,1170,863.4422,126.272549
TCS,2011,918,1240,1116.7935,63.35123061
TCS,2012,1064,1418,1238.2713,70.8143729
TCS,2014,2084,2776,2362.4539,193.2906339
TDPOWERSYS,2011,215,313,253.2468,21.16242434
TDPOWERSYS,2012,212,328,264.358,27.82128828
TDPOWERSYS,2014,227,451,312.2766,56.99808462
TECHM,2010,621,1138,784.8765,116.3173837
TECHM,2011,532,789,662.9717,62.73757443
TECHM,2012,572,1026,760.8178,124.4162857
TECHM,2014,1708,2693,2108.3617,308.0402773
TECHNO,2010,278,408,326.8077,35.21693128
TECHNO,2011,177,336,227.5263,27.15509354
TECHNO,2012,160,257,191.004,20.37214459
TECHNO,2014,109,368,223.2128,83.20970761
TECHNOELEC,2010,199,294,248.1587,30.71409704
TECHNOFAB,2010,136,304,228.5847,39.50183996
TECHNOFAB,2011,116,184,143.4049,14.54986041
TECHNOFAB,2012,114,161,133.8704,11.85606223
TECHNOFAB,2014,64,164,111.0638,30.14720687
TECPRO,2010,364,425,388.9649,16.55926614
TECPRO,2011,148,385,262.3522,50.83076455
TECPRO,2012,146,203,165.2672,12.95310201
TECPRO,2014,11,20,14.6952,2.350780254
TELEDATAIT,2010,1,5,2.0822,1.131775483
TELEDATAIT,2011,0,1,0.4091,0.491666083
TELEDATAIT,2012,0,0,0,0
TELEMARINE,2011,1,1,1,0
TEXINFRA,2012,25,40,30.8041,3.578685975
TEXINFRA,2014,22,53,35.5532,9.078402031
TEXMACOLTD,2010,45,172,131.722,34.97221027
TEXMACOLTD,2011,21,55,33.2227,6.051316662
TEXMACOLTD,2012,25,32,28.7736,1.968061103
TEXMOPIPES,2010,40,160,59.2657,21.33858478
TEXMOPIPES,2011,15,49,34.996,8.210045183
TEXMOPIPES,2012,8,27,15.5789,6.087822359
TEXMOPIPES,2014,5,20,11.8582,4.83424774
TEXRAIL,2011,55,94,77.6429,8.693476325
TEXRAIL,2012,49,75,59.413,6.006702917
TEXRAIL,2014,39,146,81.2837,29.60192783
TFCILTD,2010,25,41,31.9283,4.143207932
TFCILTD,2011,19,37,27.6073,3.208608665
TFCILTD,2012,19,28,24.1053,1.390050181
TFCILTD,2014,21,82,37.4161,15.75248438
TFL,2010,14,34,19.9496,4.850756436
TFL,2011,9,26,15.8953,3.485948771
TFL,2012,7,12,9.0858,1.052858895
TFL,2014,6,7,6.5532,0.497162615
TGBHOTELS,2014,47,80,57.0426,6.379124132
THANGAMAYL,2010,65,184,129.9726,34.60592472
THANGAMAYL,2011,142,185,159.1862,9.418182346
THANGAMAYL,2012,143,346,196.207,42.63787011
THANGAMAYL,2014,120,224,163.879,22.38144131
THEBYKE,2011,108,108,108,0
THEBYKE,2012,83,194,147.4777,29.2629865
THEBYKE,2014,148,339,284.2624,65.49577924
THEMISMED,2010,164,320,243.4571,38.3850949
THEMISMED,2011,70,272,159.4839,51.64350475
THEMISMED,2012,68,117,89.9644,11.05053353
THERMAX,2010,565,914,742.3267,79.97348194
THERMAX,2011,391,890,563.0769,99.79260961
THERMAX,2012,393,618,505.0243,56.06278487
THERMAX,2014,625,1075,835.7163,122.6197678
THINKSOFT,2010,75,528,180.5771,125.0605958
THINKSOFT,2011,33,93,51.3927,13.63356582
THINKSOFT,2012,39,121,68.6883,23.66303562
THINKSOFT,2014,298,603,415.1429,75.59008231
THIRUSUGAR,2010,129,234,175.04,22.95365766
THIRUSUGAR,2011,68,190,97.4783,26.56095461
THIRUSUGAR,2012,64,98,77.8349,8.775292743
THIRUSUGAR,2014,41,77,55.9294,8.464164231
THOMASCOOK,2010,53,77,66.0398,4.613163909
THOMASCOOK,2011,33,63,48.085,5.612022438
THOMASCOOK,2012,32,72,59.0121,7.949476993
THOMASCOOK,2014,73,184,118.3121,32.7981436
THOMASCOTT,2012,8,29,17.3354,5.4361902
THOMASCOTT,2014,5,5,5,0
TI,2010,74,266,146.6441,62.14151774
TI,2011,28,92,48.3563,15.53168992
TI,2012,33,81,55.6721,10.03323167
TI,2014,26,65,49.2128,9.862033015
TIDEWATER,2010,4842,10293,6831.4861,1872.16015
TIDEWATER,2011,5700,8394,6782.081,495.7444179
TIDEWATER,2012,5763,8125,7478.6113,482.8125205
TIDEWATER,2014,7102,19056,11080.0284,3550.369782
TIIL,2010,45,93,63.761,13.12454247
TIIL,2011,28,73,49.3725,11.64066111
TIIL,2012,29,81,43.7043,14.71900544
TIIL,2014,79,208,139.725,43.80505346
TIJARIA,2011,9,19,12.9423,2.364915526
TIJARIA,2012,6,10,7.7336,1.02268146
TIJARIA,2014,3,4,3.4824,0.499688484
TIL,2010,299,738,508.5657,127.4024221
TIL,2011,211,725,448.8543,113.1695148
TIL,2012,187,306,238.4089,30.53369417
TIL,2014,119,443,280.9924,119.6443275
TIMBOR,2011,21,106,40.0685,17.7797243
TIMBOR,2012,20,52,29.1626,5.248885261
TIMBOR,2014,5,20,10.949,3.87922896
TIMESGTY,2010,48,137,83.3767,20.61059058
TIMESGTY,2011,17,50,31.5845,8.037975849
TIMESGTY,2012,16,28,19.8182,2.24390819
TIMESGTY,2014,17,33,24.64,4.444142212
TIMETECHNO,2010,44,64,52.51,4.563288943
TIMETECHNO,2011,43,71,59.336,7.795750247
TIMETECHNO,2012,35,58,47.2632,4.771666858
TIMETECHNO,2014,33,56,44.5745,6.904859059
TIMKEN,2010,99,205,142.2908,28.27932451
TIMKEN,2011,155,253,199.0081,24.9683187
TIMKEN,2012,168,263,206.9514,18.070646
TIMKEN,2014,157,496,292.1277,109.7879226
TINPLATE,2010,68,94,78.9801,5.298613063
TINPLATE,2011,33,79,56.2267,11.31930808
TINPLATE,2012,33,57,48.4413,5.825706951
TINPLATE,2014,44,84,67.6552,11.0235668
TIPSINDLTD,2010,35,60,45.9442,4.735733082
TIPSINDLTD,2011,24,42,30.6356,4.262256192
TIPSINDLTD,2012,40,87,59.1134,9.729296697
